MOTIVO_CURADORIA;NU_ANO_CENSO;CO_IES;NO_IES;CO_CURSO;NO_CURSO;DS_TP_MODALIDADE_ENSINO;DS_TP_GRAU_ACADEMICO;CO_ROTULO_AREA;NO_ROTULO_AREA;DS_CLASSIFICACAO_AREA;DS_CRITERIO_ESCOPO;QT_MAT;QT_ING;QT_CONC;DECISAO_CURADORIA;STATUS_VERIFICACAO_FONTE
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2024;349;CENTRO UNIVERSITÁRIO DE BELO HORIZONTE;1619977;Banco De Dados;EaD;Tecnológico;0612B01;Banco de dados;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2020;3588;CENTRO UNIVERSITÁRIO DOM PEDRO II;1513920;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2021;3588;CENTRO UNIVERSITÁRIO DOM PEDRO II;1513920;Gestão Da Tecnologia Da Informação;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;9.0;1.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2022;3588;CENTRO UNIVERSITÁRIO DOM PEDRO II;1513920;Gestão Da Tecnologia Da Informação;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;3.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2023;3588;CENTRO UNIVERSITÁRIO DOM PEDRO II;1513920;Gestão Da Tecnologia Da Informação;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2021;374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;1574854;Ciência Da Computação;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;19.0;35.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2022;374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;1574854;Ciência Da Computação;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;8.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2023;374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;1574854;Ciência Da Computação;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2021;374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;1574856;Gestão Da Tecnologia Da Informação;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;18.0;36.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2022;374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;1574856;Gestão Da Tecnologia Da Informação;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;7.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2023;374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;1574856;Gestão Da Tecnologia Da Informação;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2018;3768;Faculdade IBGEN;107574;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE Brasil;CINE Brasil área geral 6 Computação/TIC;1.0;0.0;1.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2019;3768;Faculdade IBGEN;107574;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE Brasil;CINE Brasil área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2020;3768;Faculdade IBGEN;107574;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2021;3768;Faculdade IBGEN;107574;Redes De Computadores;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2022;3768;Faculdade IBGEN;107574;Redes De Computadores;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2018;3768;Faculdade IBGEN;107576;SISTEMAS PARA INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE Brasil;CINE Brasil área geral 6 Computação/TIC;2.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2019;3768;Faculdade IBGEN;107576;SISTEMAS PARA INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE Brasil;CINE Brasil área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2020;3768;Faculdade IBGEN;107576;SISTEMAS PARA INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2021;3768;Faculdade IBGEN;107576;Sistemas Para Internet;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2022;3768;Faculdade IBGEN;107576;Sistemas Para Internet;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2013;3864;FACULDADE REGIONAL DE ALAGOINHAS;1150419;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;2.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2016;3864;FACULDADE REGIONAL DE ALAGOINHAS;1150419;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;3.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2017;3864;FACULDADE REGIONAL DE ALAGOINHAS;1150419;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;483A02;Análise e Desenvolvimento de Sistemas (Tecnólogo);OCDE;OCDE área específica 48 Computação;1.0;5.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2018;3864;FACULDADE REGIONAL DE ALAGOINHAS;1150419;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE Brasil;CINE Brasil área geral 6 Computação/TIC;3.0;6.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2019;3864;Centro Universitário UNIRB - Alagoinhas;1150419;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE Brasil;CINE Brasil área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2020;396;Centro Universitário Ruy Barbosa Wyden;1350319;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2021;396;Centro Universitário Ruy Barbosa Wyden;1350319;Análise E Desenvolvimento De Sistemas;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;1.0;10.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2022;396;Centro Universitário Ruy Barbosa Wyden;1350319;Análise E Desenvolvimento De Sistemas;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;1.0;0.0;1.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2023;396;Centro Universitário Ruy Barbosa Wyden;1350319;Análise E Desenvolvimento De Sistemas;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2010;396;FACULDADE RUY BARBOSA;8248;PROCESSAMENTO DE DADOS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2011;396;FACULDADE RUY BARBOSA;8248;PROCESSAMENTO DE DADOS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;1.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2012;396;FACULDADE RUY BARBOSA;8248;PROCESSAMENTO DE DADOS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;2.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2013;396;FACULDADE RUY BARBOSA;8248;PROCESSAMENTO DE DADOS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2021;3987;CENTRO UNIVERSITÁRIO GOYAZES;1577323;Sistemas De Informação;EaD;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;1.0;5.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2022;3987;CENTRO UNIVERSITÁRIO GOYAZES;1577323;Sistemas De Informação;EaD;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;13.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2023;3987;CENTRO UNIVERSITÁRIO GOYAZES;1577323;Sistemas De Informação;EaD;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2011;457;UNIVERSIDADE BANDEIRANTE DE SÃO PAULO;1112772;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;7.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2012;457;UNIVERSIDADE BANDEIRANTE DE SÃO PAULO;1112772;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2013;457;UNIVERSIDADE BANDEIRANTE ANHANGUERA;1112772;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2014;457;UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP;1112772;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2015;457;UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP;1112772;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2016;457;UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP;1112772;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2021;481;Universidade Universus Veritas Guarulhos;1550816;Internet Das Coisas;EaD;Tecnológico;0616I01;Internet das coisas;CINE;CINE área geral 6 Computação/TIC;0.0;1.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2022;481;Universidade Universus Veritas Guarulhos;1550816;Internet Das Coisas;EaD;Tecnológico;0616I01;Internet das coisas;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2023;481;Universidade Universus Veritas Guarulhos;1550816;Internet Das Coisas;EaD;Tecnológico;0616I01;Internet das coisas;CINE;CINE área geral 6 Computação/TIC;1.0;2.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2024;481;Universidade Universus Veritas Guarulhos;1550816;Internet Das Coisas;EaD;Tecnológico;0613I02;Internet das coisas;CINE;CINE área geral 6 Computação/TIC;2.0;1.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2009;568;UNIVERSIDADE ESTADUAL DO MARANHAO;105048;CURSO SUPERIOR DE TECNOLOGIA EM WEB DESIGNER;Presencial;Bacharelado;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;5.0;5.0;5.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2010;568;UNIVERSIDADE ESTADUAL DO MARANHÃO;105048;WEB DESIGNER;Presencial;Bacharelado;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;4.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2011;568;UNIVERSIDADE ESTADUAL DO MARANHÃO;105048;WEB DESIGNER;Presencial;Bacharelado;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2012;568;UNIVERSIDADE ESTADUAL DO MARANHÃO;105048;WEB DESIGNER;Presencial;Bacharelado;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2021;718;UNIVERSIDADE POTIGUAR;1576343;Internet Das Coisas E Computação Em Nuvem;EaD;Tecnológico;0616I01;Internet das coisas;CINE;CINE área geral 6 Computação/TIC;2.0;2.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2022;718;UNIVERSIDADE POTIGUAR;1576343;Internet Das Coisas E Computação Em Nuvem;EaD;Tecnológico;0616I01;Internet das coisas;CINE;CINE área geral 6 Computação/TIC;1.0;2.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2023;718;UNIVERSIDADE POTIGUAR;1576343;Internet Das Coisas E Computação Em Nuvem;EaD;Tecnológico;0616I01;Internet das coisas;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2024;718;UNIVERSIDADE POTIGUAR;1576343;Internet Das Coisas E Computação Em Nuvem;EaD;Tecnológico;0613I02;Internet das coisas;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2021;793;Centro Universitário Estácio de São Paulo;1516425;Jogos Digitais;Presencial;Tecnológico;0613J01;Jogos digitais;CINE;CINE área geral 6 Computação/TIC;0.0;2.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2022;793;Centro Universitário Estácio de São Paulo;1516425;Jogos Digitais;Presencial;Tecnológico;0613J01;Jogos digitais;CINE;CINE área geral 6 Computação/TIC;5.0;20.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2023;793;Centro Universitário Estácio de São Paulo;1516425;Jogos Digitais;Presencial;Tecnológico;0613J01;Jogos digitais;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2020;793;Centro Universitário Estácio de São Paulo;1516426;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;6.0;9.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2021;793;Centro Universitário Estácio de São Paulo;1516426;Redes De Computadores;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;2.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2022;793;Centro Universitário Estácio de São Paulo;1516426;Redes De Computadores;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2023;793;Centro Universitário Estácio de São Paulo;1516426;Redes De Computadores;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2016;852;FACULDADE DE INFORMÁTICA E ADMINISTRAÇÃO PAULISTA;1205715;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;18.0;23.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2018;852;FACULDADE DE INFORMÁTICA E ADMINISTRAÇÃO PAULISTA;1205715;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE Brasil;CINE Brasil área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2020;852;FIAP - Centro Universitário;1205715;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
