NU_ANO_CENSO;CO_IES;CO_CURSO;NO_IES;NO_CURSO;CO_MUNICIPIO;NO_MUNICIPIO;REGRA;EVIDENCIA;IMPACTO;STATUS
2022;466;1521537;UNIVERSIDADE ANHEMBI MORUMBI;Ciência Da Computação;3302007;Itaguaí;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=3302007";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2022;466;1521537;UNIVERSIDADE ANHEMBI MORUMBI;Ciência Da Computação;5003702;Dourados;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=5003702";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2022;466;1521537;UNIVERSIDADE ANHEMBI MORUMBI;Ciência Da Computação;5006606;Ponta Porã;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=5006606";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2022;466;1524390;UNIVERSIDADE ANHEMBI MORUMBI;Redes De Computadores;3201209;Cachoeiro de Itapemirim;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=3201209";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2022;466;1524390;UNIVERSIDADE ANHEMBI MORUMBI;Redes De Computadores;5006606;Ponta Porã;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=5006606";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2022;466;1524390;UNIVERSIDADE ANHEMBI MORUMBI;Redes De Computadores;5204508;Caldas Novas;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=5204508";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2022;466;1524390;UNIVERSIDADE ANHEMBI MORUMBI;Redes De Computadores;5211503;Itumbiara;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=5211503";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2022;466;1568041;UNIVERSIDADE ANHEMBI MORUMBI;Internet Das Coisas E Computação Em Nuvem;3523107;Itaquaquecetuba;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=3523107";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2022;496;1458626;UNIVERSIDADE DE FRANCA;Ciência Da Computação;3131208;Ipanema;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=3131208";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2022;496;1481978;UNIVERSIDADE DE FRANCA;Ciência De Dados;3555406;Ubatuba;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=3555406";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2022;626;1420095;CENTRO UNIVERSITÁRIO CENECISTA DE OSÓRIO;Análise E Desenvolvimento De Sistemas;3170701;Varginha;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=3170701";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2022;626;1420095;CENTRO UNIVERSITÁRIO CENECISTA DE OSÓRIO;Análise E Desenvolvimento De Sistemas;3304557;Rio de Janeiro;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=3304557";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2022;671;1194058;UNIVERSIDADE ANHANGUERA;Análise E Desenvolvimento De Sistemas;5002902;Cassilândia;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=5002902";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2022;671;1194058;UNIVERSIDADE ANHANGUERA;Análise E Desenvolvimento De Sistemas;5003751;Eldorado;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=5003751";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2022;671;1318199;UNIVERSIDADE ANHANGUERA;Engenharia De Computação;2918407;Juazeiro;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=2918407";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2022;673;109830;CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS;Análise E Desenvolvimento De Sistemas;5001243;Aral Moreira;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=5001243";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2022;673;109830;CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS;Análise E Desenvolvimento De Sistemas;5105259;Lucas do Rio Verde;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=5105259";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2022;673;109830;CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS;Análise E Desenvolvimento De Sistemas;5208707;Goiânia;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=5208707";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2022;673;109830;CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS;Análise E Desenvolvimento De Sistemas;5300108;Brasília;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=5300108";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2022;673;1411346;CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS;Engenharia De Software;1705607;Conceição do Tocantins;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=1705607";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2022;793;104922;Centro Universitário Estácio de São Paulo;Gestão Da Tecnologia Da Informação;3550308;São Paulo;municipio_zero_3_anos_consecutivos;"2020-2022: 3 anos presentes com MAT=0; municipio=3550308";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1041;1419765;UNIVERSIDADE DO VALE DO TAQUARI;Gestão Da Tecnologia Da Informação;4302402;Bom Retiro do Sul;municipio_zero_3_anos_consecutivos;"2020-2023: 4 anos presentes com MAT=0; municipio=4302402";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1042;1537352;UNIVERSIDADE POSITIVO;Sistemas De Informação;4105805;Colombo;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=4105805";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1153;1524950;UNIVERSIDADE CÂNDIDO MENDES;Engenharia De Computação;3304805;São Fidélis;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=3304805";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1196;1170051;UNIVERSIDADE CESUMAR;Sistemas Para Internet;5209101;Goiatuba;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=5209101";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1196;1314138;UNIVERSIDADE CESUMAR;Engenharia De Software;2208304;Piracuruca;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=2208304";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1196;1556798;UNIVERSIDADE CESUMAR;Ciências De Dados E Análise De Comportamento;3300209;Araruama;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=3300209";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1205;1260026;CENTRO UNIVERSITÁRIO FAEL;Gestão Da Tecnologia Da Informação;2304202;Crato;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=2304202";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1205;1260026;CENTRO UNIVERSITÁRIO FAEL;Gestão Da Tecnologia Da Informação;4205308;Faxinal dos Guedes;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=4205308";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1205;1260026;CENTRO UNIVERSITÁRIO FAEL;Gestão Da Tecnologia Da Informação;4311809;Marau;municipio_zero_3_anos_consecutivos;"2020-2023: 4 anos presentes com MAT=0; municipio=4311809";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1255;1258648;Centro Universitário FBV Wyden;Redes De Computadores;2611606;Recife;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=2611606";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1255;1258650;Centro Universitário FBV Wyden;Gestão Da Tecnologia Da Informação;2611606;Recife;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=2611606";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1170124;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Gestão Da Tecnologia Da Informação;2910800;Feira de Santana;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=2910800";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1170124;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Gestão Da Tecnologia Da Informação;3549409;São Joaquim da Barra;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=3549409";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1299253;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Análise E Desenvolvimento De Sistemas;1303403;Parintins;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=1303403";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1328954;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Sistemas De Informação;3515004;Embu das Artes;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=3515004";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1328954;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Sistemas De Informação;3519253;Iaras;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=3519253";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1328954;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Sistemas De Informação;3557105;Votuporanga;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=3557105";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1328954;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Sistemas De Informação;4318903;São Luiz Gonzaga;municipio_zero_3_anos_consecutivos;"2020-2023: 4 anos presentes com MAT=0; municipio=4318903";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1468729;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Ciências Da Computação;3535804;Paranapanema;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=3535804";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1468729;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Ciências Da Computação;5102793;Carlinda;municipio_zero_3_anos_consecutivos;"2020-2023: 4 anos presentes com MAT=0; municipio=5102793";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1484996;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Banco De Dados;3556453;Vargem Grande Paulista;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=3556453";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1484996;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Banco De Dados;5217609;Planaltina;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=5217609";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1484997;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Defesa Cibernética;1502152;Canaã dos Carajás;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=1502152";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1484997;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Defesa Cibernética;2918001;Jequié;municipio_zero_3_anos_consecutivos;"2020-2023: 4 anos presentes com MAT=0; municipio=2918001";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1484997;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Defesa Cibernética;3515707;Ferraz de Vasconcelos;municipio_zero_3_anos_consecutivos;"2020-2023: 4 anos presentes com MAT=0; municipio=3515707";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1484997;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Defesa Cibernética;4323804;Xangri-lá;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=4323804";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1485014;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Jogos Digitais;1500800;Ananindeua;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=1500800";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1485014;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Jogos Digitais;2109908;Santa Inês;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=2109908";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1485014;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Jogos Digitais;3502101;Andradina;municipio_zero_3_anos_consecutivos;"2020-2023: 4 anos presentes com MAT=0; municipio=3502101";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1485014;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Jogos Digitais;4104808;Cascavel;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=4104808";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1485014;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Jogos Digitais;4124103;Santo Antônio da Platina;municipio_zero_3_anos_consecutivos;"2020-2023: 4 anos presentes com MAT=0; municipio=4124103";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1485038;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Sistemas Para Internet;3152501;Pouso Alegre;municipio_zero_3_anos_consecutivos;"2020-2023: 4 anos presentes com MAT=0; municipio=3152501";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1485038;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Sistemas Para Internet;5208004;Formosa;municipio_zero_3_anos_consecutivos;"2020-2023: 4 anos presentes com MAT=0; municipio=5208004";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1498720;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Engenharia De Software;3124005;Ervália;municipio_zero_3_anos_consecutivos;"2020-2023: 4 anos presentes com MAT=0; municipio=3124005";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1516433;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Ciência De Dados;3140001;Mariana;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=3140001";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1516433;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Ciência De Dados;3525300;Jaú;municipio_zero_3_anos_consecutivos;"2020-2023: 4 anos presentes com MAT=0; municipio=3525300";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1516433;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Ciência De Dados;3534708;Ourinhos;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=3534708";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1517427;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Tecnologias Educacionais;2930709;Simões Filho;municipio_zero_3_anos_consecutivos;"2020-2023: 4 anos presentes com MAT=0; municipio=2930709";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1270;1517427;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;Tecnologias Educacionais;3552205;Sorocaba;municipio_zero_3_anos_consecutivos;"2020-2023: 4 anos presentes com MAT=0; municipio=3552205";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1273;1576014;Centro Universitário Campo Limpo Paulista;Gestão Da Tecnologia Da Informação;3516309;Francisco Morato;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=3516309";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1294;1537545;Centro Universitário das Américas;Ciências Da Computação;3305109;São João de Meriti;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=3305109";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1423;101420;Faculdade Ideal Wyden;Redes De Computadores;1501402;Belém;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=1501402";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1423;1353147;Faculdade Ideal Wyden;Segurança Da Informação;1501402;Belém;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=1501402";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;143;123803;UNIVERSIDADE DE UBERABA;Gestão Da Tecnologia Da Informação;3102803;Andrelândia;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=3102803";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;143;123803;UNIVERSIDADE DE UBERABA;Gestão Da Tecnologia Da Informação;3158201;Santa Maria do Suaçuí;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=3158201";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;143;123803;UNIVERSIDADE DE UBERABA;Gestão Da Tecnologia Da Informação;3502804;Araçatuba;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=3502804";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1430;1441369;CENTRO UNIVERSITÁRIO INGÁ;Engenharia De Computação;4100806;Alvorada do Sul;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=4100806";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1430;1441369;CENTRO UNIVERSITÁRIO INGÁ;Engenharia De Computação;4112108;Jandaia do Sul;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=4112108";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1430;1441369;CENTRO UNIVERSITÁRIO INGÁ;Engenharia De Computação;4202305;Biguaçu;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=4202305";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1430;1441369;CENTRO UNIVERSITÁRIO INGÁ;Engenharia De Computação;5004304;Iguatemi;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=5004304";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1430;1466255;CENTRO UNIVERSITÁRIO INGÁ;Sistemas Para Internet;1506807;Santarém;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=1506807";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1430;1466255;CENTRO UNIVERSITÁRIO INGÁ;Sistemas Para Internet;3534708;Ourinhos;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=3534708";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1430;1466255;CENTRO UNIVERSITÁRIO INGÁ;Sistemas Para Internet;4125803;São Pedro do Ivaí;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=4125803";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1430;1466255;CENTRO UNIVERSITÁRIO INGÁ;Sistemas Para Internet;4126504;Sertanópolis;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=4126504";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1430;1466255;CENTRO UNIVERSITÁRIO INGÁ;Sistemas Para Internet;5005707;Naviraí;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=5005707";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1472;1516785;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Jogos Digitais;4203204;Camboriú;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=4203204";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1491;1315314;CENTRO UNIVERSITÁRIO INTERNACIONAL;Gestão Da Tecnologia Da Informação;1100023;Ariquemes;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=1100023";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1491;1315314;CENTRO UNIVERSITÁRIO INTERNACIONAL;Gestão Da Tecnologia Da Informação;2604007;Carpina;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=2604007";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1491;1315314;CENTRO UNIVERSITÁRIO INTERNACIONAL;Gestão Da Tecnologia Da Informação;3112307;Capelinha;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=3112307";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1491;1315314;CENTRO UNIVERSITÁRIO INTERNACIONAL;Gestão Da Tecnologia Da Informação;3115300;Cataguases;municipio_zero_3_anos_consecutivos;"2020-2023: 4 anos presentes com MAT=0; municipio=3115300";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1491;1315314;CENTRO UNIVERSITÁRIO INTERNACIONAL;Gestão Da Tecnologia Da Informação;3132404;Itajubá;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=3132404";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1491;1315314;CENTRO UNIVERSITÁRIO INTERNACIONAL;Gestão Da Tecnologia Da Informação;3148103;Patrocínio;municipio_zero_3_anos_consecutivos;"2020-2023: 4 anos presentes com MAT=0; municipio=3148103";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1491;1315314;CENTRO UNIVERSITÁRIO INTERNACIONAL;Gestão Da Tecnologia Da Informação;3523107;Itaquaquecetuba;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=3523107";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1491;1315314;CENTRO UNIVERSITÁRIO INTERNACIONAL;Gestão Da Tecnologia Da Informação;3555406;Ubatuba;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=3555406";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1491;1315314;CENTRO UNIVERSITÁRIO INTERNACIONAL;Gestão Da Tecnologia Da Informação;4107009;Curiúva;municipio_zero_3_anos_consecutivos;"2020-2023: 4 anos presentes com MAT=0; municipio=4107009";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1491;1315314;CENTRO UNIVERSITÁRIO INTERNACIONAL;Gestão Da Tecnologia Da Informação;4107207;Dois Vizinhos;municipio_zero_3_anos_consecutivos;"2020-2023: 4 anos presentes com MAT=0; municipio=4107207";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1491;1315315;CENTRO UNIVERSITÁRIO INTERNACIONAL;Análise E Desenvolvimento De Sistemas;1507300;São Félix do Xingu;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=1507300";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1491;1315315;CENTRO UNIVERSITÁRIO INTERNACIONAL;Análise E Desenvolvimento De Sistemas;1507953;Tailândia;municipio_zero_3_anos_consecutivos;"2021-2023: 3 anos presentes com MAT=0; municipio=1507953";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
2023;1491;1315315;CENTRO UNIVERSITÁRIO INTERNACIONAL;Análise E Desenvolvimento De Sistemas;2927606;Santa Brígida;municipio_zero_3_anos_consecutivos;"2020-2023: 4 anos presentes com MAT=0; municipio=2927606";persistencia de oferta territorial sem matriculas declaradas;"suspeita; sem erro de declaracao confirmado"
