NU_ANO_CENSO;CO_IES;NO_IES;CO_CURSO;NO_CURSO;DS_TP_MODALIDADE_ENSINO;CO_MUNICIPIO;NO_MUNICIPIO;SG_UF;CH_CURSO_ANO;FLAG;TITULO;GRAVIDADE;NV;EVIDENCIA;COMO_TRATAMOS
2019;3768;Faculdade IBGEN;107576;SISTEMAS PARA INTERNET;Presencial;;;;2019|3768|107576;FL_MAT_CAI_A_ZERO;Matrículas caíram a zero de um ano para o outro;Alerta;3;"Em 2018 o curso tinha 2 matrículas; em 2019, informou 0; em 2020, 0.";Fica de fora de: Alunos desvinculados e trancados e Evolução de um mesmo curso. Aparece com aviso em: Matrículas, ingressantes e concluintes ao longo dos anos.
2019;3768;Faculdade IBGEN;107576;SISTEMAS PARA INTERNET;Presencial;;;;2019|3768|107576;FL_BAIXA_ATIVIDADE;Curso com pouquíssima atividade na série;Informação;1;Em 5 anos na base, este curso somou 2 matrículas, com metade ou mais dos anos sem nenhuma.;Aparece com aviso em: Quantidade de cursos e instituições e Evolução de um mesmo curso.
2019;3768;Faculdade IBGEN;107576;SISTEMAS PARA INTERNET;Presencial;;;;2019|3768|107576;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 107576 foi usado por 2 instituições diferentes ao longo dos anos: Faculdade IBGEN (2009 a 2017); Faculdade IBGEN (2018 a 2022).";Aparece com aviso em: Evolução de um mesmo curso.
2019;3768;Faculdade IBGEN;110186;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;Presencial;;;;2019|3768|110186;FL_MAT_CAI_A_ZERO;Matrículas caíram a zero de um ano para o outro;Alerta;3;"Em 2018 o curso tinha 10 matrículas; em 2019, informou 0; em 2020, 0.";Fica de fora de: Alunos desvinculados e trancados e Evolução de um mesmo curso. Aparece com aviso em: Matrículas, ingressantes e concluintes ao longo dos anos.
2019;3779;FACULDADE ESTÁCIO DE SANTO ANDRÉ;1042841;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;;;;2019|3779|1042841;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos para 410 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2019;3779;FACULDADE ESTÁCIO DE SANTO ANDRÉ;1042842;REDES DE COMPUTADORES;Presencial;;;;2019|3779|1042842;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos para 410 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2019;3779;FACULDADE ESTÁCIO DE SANTO ANDRÉ;1042842;REDES DE COMPUTADORES;Presencial;;;;2019|3779|1042842;FL_MAT_CAI_A_ZERO;Matrículas caíram a zero de um ano para o outro;Alerta;3;"Em 2018 o curso tinha 8 matrículas; em 2019, informou 0; em 2020, 0.";Fica de fora de: Alunos desvinculados e trancados e Evolução de um mesmo curso. Aparece com aviso em: Matrículas, ingressantes e concluintes ao longo dos anos.
2019;3783;FACULDADE PARAENSE DE ENSINO;1076421;CIÊNCIA DA COMPUTAÇÃO;Presencial;;;;2019|3783|1076421;FL_MAT_CAI_A_ZERO;Matrículas caíram a zero de um ano para o outro;Alerta;3;"Em 2018 o curso tinha 2 matrículas; em 2019, informou 0; o curso não aparece em 2020.";Fica de fora de: Alunos desvinculados e trancados e Evolução de um mesmo curso. Aparece com aviso em: Matrículas, ingressantes e concluintes ao longo dos anos.
2019;3783;FACULDADE PARAENSE DE ENSINO;1076421;CIÊNCIA DA COMPUTAÇÃO;Presencial;;;;2019|3783|1076421;FL_MAT_ZERO_COM_ING;Zero matrículas, mas com ingressantes;Alerta;3;O curso informou 0 matrículas em 2019, mas registrou 2 ingressantes e 4 desvinculados no mesmo ano.;Fica de fora de: Alunos desvinculados e trancados e Evolução de um mesmo curso. Aparece com aviso em: Matrículas, ingressantes e concluintes ao longo dos anos.
2019;383;UNIVERSIDADE DA AMAZÔNIA;1421942;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;EaD;;;;2019|383|1421942;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 43 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;384;CENTRO UNIVERSITÁRIO DE ANÁPOLIS;1157134;ENGENHARIA DE COMPUTAÇÃO;Presencial;;;;2019|384|1157134;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 1 inscritos, número idêntico ao de vagas e ao de ingressantes (1).;Aparece com aviso em: Inscritos nos processos seletivos.
2019;384;CENTRO UNIVERSITÁRIO DE ANÁPOLIS;73318;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2019|384|73318;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2019;3840;CENTRO UNIVERSITÁRIO FACVEST;1375316;CIÊNCIA DA COMPUTAÇÃO;EaD;;;;2019|3840|1375316;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 500 inscritos, número idêntico ao de vagas (500).;Aparece com aviso em: Inscritos nos processos seletivos.
2019;3840;CENTRO UNIVERSITÁRIO FACVEST;1375316;CIÊNCIA DA COMPUTAÇÃO;EaD;;;;2019|3840|1375316;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 105 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;3840;CENTRO UNIVERSITÁRIO FACVEST;18280;CIÊNCIA DA COMPUTAÇÃO;Presencial;;;;2019|3840|18280;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 50 inscritos, número idêntico ao de vagas (50).;Aparece com aviso em: Inscritos nos processos seletivos.
2019;3840;CENTRO UNIVERSITÁRIO FACVEST;18280;CIÊNCIA DA COMPUTAÇÃO;Presencial;;;;2019|3840|18280;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 18280 foi usado por 2 instituições diferentes ao longo dos anos: FACULDADES INTEGRADAS FACVEST (2009 a 2009); CENTRO UNIVERSITÁRIO FACVEST (2010 a 2024).";Aparece com aviso em: Evolução de um mesmo curso.
2019;385;UNIVERSIDADE SALVADOR;104868;SISTEMAS DE INFORMAÇÃO;EaD;;;;2019|385|104868;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 39 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;385;UNIVERSIDADE SALVADOR;1429880;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;EaD;;;;2019|385|1429880;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 221 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;385;UNIVERSIDADE SALVADOR;1429882;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;EaD;;;;2019|385|1429882;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 81 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;385;UNIVERSIDADE SALVADOR;1483661;REDES DE COMPUTADORES;EaD;;;;2019|385|1483661;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 92 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;385;UNIVERSIDADE SALVADOR;1483664;CIÊNCIA DA COMPUTAÇÃO;EaD;;;;2019|385|1483664;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 63 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;385;UNIVERSIDADE SALVADOR;1484765;JOGOS DIGITAIS;EaD;;;;2019|385|1484765;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 18 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;385;UNIVERSIDADE SALVADOR;1484785;SISTEMAS PARA INTERNET;EaD;;;;2019|385|1484785;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 21 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;385;UNIVERSIDADE SALVADOR;1485004;BIG DATA E INTELIGÊNCIA ANALÍTICA;EaD;;;;2019|385|1485004;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 25 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;385;UNIVERSIDADE SALVADOR;1485004;BIG DATA E INTELIGÊNCIA ANALÍTICA;EaD;;;;2019|385|1485004;FL_ROTULO_MUDA_NA_SERIE;Classificação do curso mudou ao longo dos anos;Informação;1;"O INEP classificou este curso assim: 2019: Programas interdisciplinares abrangendo computação e Tecnologias da Informação e Comunicação (TIC); 2020 a 2024: Ciência de dados.";Aparece com aviso em: Distribuição por tipo de curso e Evolução de um mesmo curso.
2019;385;UNIVERSIDADE SALVADOR;1485013;ENGENHARIA DE COMPUTAÇÃO;EaD;;;;2019|385|1485013;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 15 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;385;UNIVERSIDADE SALVADOR;1496030;SEGURANÇA DA INFORMAÇÃO;EaD;;;;2019|385|1496030;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 13 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;386;CENTRO UNIVERSITÁRIO DE GOIÁS;1491649;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;EaD;;;;2019|386|1491649;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 18 inscritos, número idêntico ao de ingressantes (18).;Aparece com aviso em: Inscritos nos processos seletivos.
2019;386;CENTRO UNIVERSITÁRIO DE GOIÁS;1491649;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;EaD;;;;2019|386|1491649;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 17 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;386;CENTRO UNIVERSITÁRIO DE GOIÁS;79659;ENGENHARIA DE COMPUTAÇÃO;Presencial;;;;2019|386|79659;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 20 inscritos, número idêntico ao de vagas (20).;Aparece com aviso em: Inscritos nos processos seletivos.
2019;3864;Centro Universitário UNIRB - Alagoinhas;1150419;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;;;;2019|3864|1150419;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos para 200 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2019;3864;Centro Universitário UNIRB - Alagoinhas;1150419;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;;;;2019|3864|1150419;FL_MAT_CAI_A_ZERO;Matrículas caíram a zero de um ano para o outro;Alerta;3;"Em 2018 o curso tinha 3 matrículas; em 2019, informou 0; o curso não aparece em 2020.";Fica de fora de: Alunos desvinculados e trancados e Evolução de um mesmo curso. Aparece com aviso em: Matrículas, ingressantes e concluintes ao longo dos anos.
2019;3864;Centro Universitário UNIRB - Alagoinhas;1150419;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;;;;2019|3864|1150419;FL_BAIXA_ATIVIDADE;Curso com pouquíssima atividade na série;Informação;1;Em 5 anos na base, este curso somou 4 matrículas, com metade ou mais dos anos sem nenhuma.;Aparece com aviso em: Quantidade de cursos e instituições e Evolução de um mesmo curso.
2019;3876;Faculdade Unyleya;1390493;REDES DE COMPUTADORES;EaD;;;;2019|3876|1390493;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 10 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;3876;Faculdade Unyleya;1390495;BANCO DE DADOS;EaD;;;;2019|3876|1390495;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 18 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;396;Centro Universitário Ruy Barbosa Wyden;107964;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;Presencial;;;;2019|396|107964;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 107964 foi usado por 2 instituições diferentes ao longo dos anos: FACULDADE DE TECNOLOGIA EMPRESARIAL (2009 a 2009); Centro Universitário Ruy Barbosa Wyden (2010 a 2023).";Aparece com aviso em: Evolução de um mesmo curso.
2019;396;Centro Universitário Ruy Barbosa Wyden;18267;CIÊNCIA DA COMPUTAÇÃO;Presencial;;;;2019|396|18267;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 18267 foi usado por 2 instituições diferentes ao longo dos anos: FACULDADE RUY BARBOSA DE CIENCIA DA COMPUTACAO (2009 a 2009); Centro Universitário Ruy Barbosa Wyden (2010 a 2024).";Aparece com aviso em: Evolução de um mesmo curso.
2019;396;Centro Universitário Ruy Barbosa Wyden;51020;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2019|396|51020;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 51020 foi usado por 2 instituições diferentes ao longo dos anos: FACULDADE RUY BARBOSA DE TECNOLOGIA EM PROCESSAMENTO DE DADOS (2009 a 2009); Centro Universitário Ruy Barbosa Wyden (2010 a 2024).";Aparece com aviso em: Evolução de um mesmo curso.
2019;3962;CENTRO UNIVERSITÁRIO SENAI CIMATEC;5001178;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;;;;2019|3962|5001178;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2019;3962;CENTRO UNIVERSITÁRIO SENAI CIMATEC;5001178;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;;;;2019|3962|5001178;FL_MAT_CAI_A_ZERO;Matrículas caíram a zero de um ano para o outro;Alerta;3;"Em 2018 o curso tinha 2 matrículas; em 2019, informou 0; o curso não aparece em 2020.";Fica de fora de: Alunos desvinculados e trancados e Evolução de um mesmo curso. Aparece com aviso em: Matrículas, ingressantes e concluintes ao longo dos anos.
2019;3977;FACULDADE DE TECNOLOGIA DO AMAPÁ;73622;REDES DE COMPUTADORES;Presencial;;;;2019|3977|73622;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 64 inscritos, número idêntico ao de ingressantes (64).;Aparece com aviso em: Inscritos nos processos seletivos.
2019;3978;FACULDADE DE TECNOLOGIA PENTÁGONO;74416;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;;;;2019|3978|74416;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 150 inscritos, número idêntico ao de vagas (150).;Aparece com aviso em: Inscritos nos processos seletivos.
2019;398;UNIVERSIDADE TIRADENTES;1333909;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;EaD;;;;2019|398|1333909;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 206 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;398;UNIVERSIDADE TIRADENTES;74500;SISTEMAS PARA INTERNET;Presencial;;;;2019|398|74500;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 1 inscritos, número idêntico ao de ingressantes (1).;Aparece com aviso em: Inscritos nos processos seletivos.
2019;398;UNIVERSIDADE TIRADENTES;98470;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;EaD;;;;2019|398|98470;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2019;398;UNIVERSIDADE TIRADENTES;98470;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;EaD;;;;2019|398|98470;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 1 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;3985;CENTRO UNIVERSITÁRIO SENAC;1285818;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;EaD;;;;2019|3985|1285818;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 700 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;3985;CENTRO UNIVERSITÁRIO SENAC;1322063;BANCO DE DADOS;Presencial;;;;2019|3985|1322063;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1060033;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2019|3998|1060033;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2019, a instituição repetiu 100 vagas em 10 dos seus 15 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 100 vagas.;Fica de fora de: Vagas oferecidas.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1060033;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2019|3998|1060033;FL_VAGAS_REPETIDAS;Mesmo número de vagas em vários cursos;Atenção;2;Em 2019, a instituição declarou 100 vagas em 10 dos seus 15 cursos de Computação. Este curso declarou 100 vagas.;Aparece com aviso em: Vagas oferecidas.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;110486;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;;;;2019|3998|110486;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2019, a instituição repetiu 100 vagas em 10 dos seus 15 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 200 vagas.;Fica de fora de: Vagas oferecidas.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1135007;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;EaD;;;;2019|3998|1135007;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2019, a instituição repetiu 100 vagas em 10 dos seus 15 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 101 vagas.;Fica de fora de: Vagas oferecidas.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1135007;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;EaD;;;;2019|3998|1135007;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 71 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1135269;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;EaD;;;;2019|3998|1135269;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2019, a instituição repetiu 100 vagas em 10 dos seus 15 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 100 vagas.;Fica de fora de: Vagas oferecidas.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1135269;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;EaD;;;;2019|3998|1135269;FL_VAGAS_REPETIDAS;Mesmo número de vagas em vários cursos;Atenção;2;Em 2019, a instituição declarou 100 vagas em 10 dos seus 15 cursos de Computação. Este curso declarou 100 vagas.;Aparece com aviso em: Vagas oferecidas.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1135269;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;EaD;;;;2019|3998|1135269;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 15 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1205577;ENGENHARIA DE SOFTWARE;Presencial;;;;2019|3998|1205577;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2019, a instituição repetiu 100 vagas em 10 dos seus 15 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 200 vagas.;Fica de fora de: Vagas oferecidas.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1259153;REDES DE COMPUTADORES;Presencial;;;;2019|3998|1259153;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2019, a instituição repetiu 100 vagas em 10 dos seus 15 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 100 vagas.;Fica de fora de: Vagas oferecidas.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1259153;REDES DE COMPUTADORES;Presencial;;;;2019|3998|1259153;FL_VAGAS_REPETIDAS;Mesmo número de vagas em vários cursos;Atenção;2;Em 2019, a instituição declarou 100 vagas em 10 dos seus 15 cursos de Computação. Este curso declarou 100 vagas.;Aparece com aviso em: Vagas oferecidas.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1279533;REDES DE COMPUTADORES;EaD;;;;2019|3998|1279533;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2019, a instituição repetiu 100 vagas em 10 dos seus 15 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 100 vagas.;Fica de fora de: Vagas oferecidas.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1279533;REDES DE COMPUTADORES;EaD;;;;2019|3998|1279533;FL_VAGAS_REPETIDAS;Mesmo número de vagas em vários cursos;Atenção;2;Em 2019, a instituição declarou 100 vagas em 10 dos seus 15 cursos de Computação. Este curso declarou 100 vagas.;Aparece com aviso em: Vagas oferecidas.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1279533;REDES DE COMPUTADORES;EaD;;;;2019|3998|1279533;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 26 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1279538;BANCO DE DADOS;Presencial;;;;2019|3998|1279538;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2019, a instituição repetiu 100 vagas em 10 dos seus 15 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 100 vagas.;Fica de fora de: Vagas oferecidas.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1279538;BANCO DE DADOS;Presencial;;;;2019|3998|1279538;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 14 inscritos, número idêntico ao de ingressantes (14).;Aparece com aviso em: Inscritos nos processos seletivos.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1279538;BANCO DE DADOS;Presencial;;;;2019|3998|1279538;FL_VAGAS_REPETIDAS;Mesmo número de vagas em vários cursos;Atenção;2;Em 2019, a instituição declarou 100 vagas em 10 dos seus 15 cursos de Computação. Este curso declarou 100 vagas.;Aparece com aviso em: Vagas oferecidas.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1284949;BANCO DE DADOS;EaD;;;;2019|3998|1284949;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2019, a instituição repetiu 100 vagas em 10 dos seus 15 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 100 vagas.;Fica de fora de: Vagas oferecidas.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1284949;BANCO DE DADOS;EaD;;;;2019|3998|1284949;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 23 inscritos, número idêntico ao de ingressantes (23).;Aparece com aviso em: Inscritos nos processos seletivos.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1284949;BANCO DE DADOS;EaD;;;;2019|3998|1284949;FL_VAGAS_REPETIDAS;Mesmo número de vagas em vários cursos;Atenção;2;Em 2019, a instituição declarou 100 vagas em 10 dos seus 15 cursos de Computação. Este curso declarou 100 vagas.;Aparece com aviso em: Vagas oferecidas.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1284949;BANCO DE DADOS;EaD;;;;2019|3998|1284949;FL_EAD_SEM_TERRITORIO;Sem detalhe por município no Censo;Informação;1;O Censo de 2019 não informou os municípios deste curso a distância. Só há o total nacional: 20 matrículas.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1303633;JOGOS DIGITAIS;Presencial;;;;2019|3998|1303633;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2019, a instituição repetiu 100 vagas em 10 dos seus 15 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 200 vagas.;Fica de fora de: Vagas oferecidas.
2019;3998;INSTITUTO INFNET RIO DE JANEIRO;1303633;JOGOS DIGITAIS;Presencial;;;;2019|3998|1303633;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 21 inscritos, número idêntico ao de ingressantes (21).;Aparece com aviso em: Inscritos nos processos seletivos.
